Date,Day,Weekend,Public_Holiday,Weather,Time_Slot,Product,Total_Quantity_Prepared,Quantity_Sold,Selling_Price,Revenue,Estimated_Cost,Profit,Payment_Mode,Platform,Net_Profit_Loss
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Pohe,28,25,20,500,350,150,Cash,Offline,110
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,15,13,30,390,281,109,Cash,Offline,69
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Misal Pav,19,17,40,680,510,170,Cash,Offline,130
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Pav,14,13,15,195,142,53,Cash,Offline,13
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,3,2,15,30,22,8,Online,Zomato,-32
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Pattice,15,13,15,195,144,51,Online,Swiggy,11
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Chai,23,21,6,126,69,57,Online,Swiggy,17
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,11,9,20,180,126,54,Cash,Offline,14
04-01-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Vada Misal,13,12,50,600,456,144,Cash,Offline,104
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Usal Pav,8,7,35,245,181,64,Cash,Offline,24
04-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,3,2,15,30,18,12,Cash,Offline,-28
05-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Pohe,17,14,20,280,196,84,Cash,Offline,44
05-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,8,7,30,210,151,59,Online,Swiggy,19
05-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Misal Pav,23,20,40,800,600,200,Online,Swiggy,160
05-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Pav,33,29,15,435,318,117,Cash,Offline,77
05-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,4,3,15,45,32,13,Cash,Offline,-27
05-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Pattice,10,9,15,135,100,35,Cash,Offline,-5
05-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,10,9,6,54,30,24,Cash,Offline,-16
05-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,6,5,20,100,70,30,Cash,Offline,-10
05-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Vada Misal,16,14,50,700,532,168,Cash,Offline,128
05-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Usal Pav,8,7,35,245,181,64,Online,Zomato,24
05-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,ButterMilk,5,4,15,60,36,24,Cash,Offline,-16
06-01-2025,Monday,No,No,Sunny,8AM - 2PM,Pohe,8,5,20,100,100,0,Cash,Offline,-40
06-01-2025,Monday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,119,-29,Cash,Offline,-69
06-01-2025,Monday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,170,-50,Cash,Offline,-90
06-01-2025,Monday,No,No,Sunny,8AM - 2PM,Vada Pav,10,7,15,105,152,-47,Online,Swiggy,-87
06-01-2025,Monday,No,No,Cloudy,8AM - 2PM,Bhaji Pav,2,1,15,15,15,0,Cash,Offline,-40
06-01-2025,Monday,No,No,Sunny,8AM - 2PM,Pattice,4,2,15,30,42,-12,Online,Zomato,-52
06-01-2025,Monday,No,No,Sunny,8AM - 2PM,Chai,9,5,6,30,39,-9,Cash,Offline,-49
06-01-2025,Monday,No,No,Sunny,8AM - 2PM,Bhaji Plate,5,3,20,60,82,-22,Cash,Offline,-62
06-01-2025,Monday,No,No,Cloudy,8AM - 2PM,Vada Misal,4,3,50,150,207,-57,Cash,Offline,-97
06-01-2025,Monday,No,No,Sunny,8AM - 2PM,Usal Pav,9,6,35,210,277,-67,Cash,Offline,-107
06-01-2025,Monday,No,No,Cloudy,8AM - 2PM,ButterMilk,2,1,15,15,19,-4,Cash,Offline,-44
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pohe,11,6,20,120,169,-49,Online,Swiggy,-89
07-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Tarri Pohe,4,2,30,60,73,-13,Cash,Offline,-53
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,160,-40,Online,Swiggy,-80
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Vada Pav,10,7,15,105,105,0,Cash,Offline,-40
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,22,-7,Cash,Offline,-47
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,21,-6,Cash,Offline,-46
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Chai,7,5,6,30,42,-12,Online,Swiggy,-52
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Plate,5,3,20,60,82,-22,Cash,Offline,-62
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Vada Misal,3,2,50,100,100,0,Cash,Offline,-40
07-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Usal Pav,9,5,35,175,175,0,Cash,Offline,-40
07-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,18,-3,Cash,Offline,-43
09-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Pohe,9,6,20,120,163,-43,Online,Swiggy,-83
09-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Tarri Pohe,7,5,30,150,186,-36,Online,Zomato,-76
09-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Misal Pav,9,5,40,200,291,-91,Online,Swiggy,-131
09-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Vada Pav,9,5,15,75,104,-29,Online,Swiggy,-69
09-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Bhaji Pav,5,3,15,45,60,-15,Cash,Offline,-55
09-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Pattice,2,1,15,15,15,0,Cash,Offline,-40
09-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Chai,11,7,6,42,42,0,Cash,Offline,-40
09-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,4,2,20,40,56,-16,Cash,Offline,-56
09-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Vada Misal,5,3,50,150,220,-70,Online,Swiggy,-110
09-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Usal Pav,5,3,35,105,129,-24,Cash,Offline,-64
09-01-2025,Thursday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,18,-3,Online,Zomato,-43
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Pohe,10,6,20,120,120,0,Cash,Offline,-40
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Tarri Pohe,4,2,30,60,83,-23,Online,Swiggy,-63
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,120,0,Cash,Offline,-40
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Vada Pav,9,6,15,90,130,-40,Cash,Offline,-80
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Pav,3,2,15,30,30,0,Online,Swiggy,-40
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Pattice,4,2,15,30,30,0,Cash,Offline,-40
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Chai,9,5,6,30,40,-10,Cash,Offline,-50
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Plate,3,2,20,40,40,0,Cash,Offline,-40
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Vada Misal,2,1,50,50,62,-12,Cash,Offline,-52
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,Usal Pav,6,4,35,140,140,0,Cash,Offline,-40
10-01-2025,Friday,No,No,Sunny,8AM - 2PM,ButterMilk,4,2,15,30,30,0,Online,Zomato,-40
11-01-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Pohe,11,10,20,200,140,60,Cash,Offline,20
11-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,17,15,30,450,324,126,Cash,Offline,86
11-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Misal Pav,8,7,40,280,210,70,Cash,Offline,30
11-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Pav,19,17,15,255,186,69,Cash,Offline,29
11-01-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Bhaji Pav,5,4,15,60,43,17,Cash,Offline,-23
11-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Pattice,14,13,15,195,144,51,Cash,Offline,11
11-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Chai,11,10,6,60,33,27,Online,Swiggy,-13
11-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,11,10,20,200,140,60,Cash,Offline,20
11-01-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Vada Misal,8,7,50,350,266,84,Online,Swiggy,44
11-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Usal Pav,13,11,35,385,285,100,Cash,Offline,60
11-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,11,10,15,150,90,60,Cash,Offline,20
12-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Pohe,10,9,20,180,126,54,Cash,Offline,14
12-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,11,9,30,270,194,76,Cash,Offline,36
12-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Misal Pav,14,13,40,520,390,130,Cash,Offline,90
12-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Pav,32,29,15,435,318,117,Cash,Offline,77
12-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,4,3,15,45,32,13,Cash,Offline,-27
12-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Pattice,5,4,15,60,44,16,Cash,Offline,-24
12-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,16,14,6,84,46,38,Cash,Offline,-2
12-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Bhaji Plate,8,7,20,140,98,42,Cash,Offline,2
12-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Vada Misal,10,9,50,450,342,108,Cash,Offline,68
12-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Usal Pav,14,13,35,455,337,118,Cash,Offline,78
12-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,ButterMilk,11,9,15,135,81,54,Online,Zomato,14
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,Pohe,10,6,20,120,153,-33,Cash,Offline,-73
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,90,0,Online,Swiggy,-40
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,Misal Pav,6,4,40,160,160,0,Online,Swiggy,-40
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,Vada Pav,13,9,15,135,195,-60,Cash,Offline,-100
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,Bhaji Pav,6,4,15,60,74,-14,Cash,Offline,-54
13-01-2025,Monday,No,No,Cloudy,8AM - 2PM,Pattice,2,1,15,15,21,-6,Cash,Offline,-46
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,Chai,8,5,6,30,40,-10,Cash,Offline,-50
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,Bhaji Plate,4,2,20,40,56,-16,Cash,Offline,-56
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,Vada Misal,2,1,50,50,50,0,Cash,Offline,-40
13-01-2025,Monday,No,No,Cloudy,8AM - 2PM,Usal Pav,7,4,35,140,140,0,Online,Zomato,-40
13-01-2025,Monday,No,No,Sunny,8AM - 2PM,ButterMilk,5,3,15,45,45,0,Cash,Offline,-40
14-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pohe,8,6,20,120,153,-33,Cash,Offline,-73
14-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,8,5,30,150,213,-63,Online,Zomato,-103
14-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,173,-53,Cash,Offline,-93
14-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Vada Pav,13,8,15,120,158,-38,Cash,Offline,-78
14-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,4,2,15,30,30,0,Cash,Offline,-40
14-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Pattice,3,2,15,30,30,0,Cash,Offline,-40
14-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Chai,17,10,6,60,78,-18,Cash,Offline,-58
14-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,5,3,20,60,60,0,Online,Swiggy,-40
14-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Vada Misal,4,2,50,100,133,-33,Cash,Offline,-73
14-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Usal Pav,10,6,35,210,210,0,Cash,Offline,-40
14-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,15,0,Online,Zomato,-40
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Pohe,10,6,20,120,149,-29,Cash,Offline,-69
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,9,6,30,180,255,-75,Online,Zomato,-115
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Misal Pav,4,2,40,80,80,0,Cash,Offline,-40
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Vada Pav,14,9,15,135,194,-59,Online,Swiggy,-99
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,6,4,15,60,75,-15,Cash,Offline,-55
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Pattice,4,2,15,30,30,0,Online,Swiggy,-40
15-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Chai,10,7,6,42,42,0,Online,Zomato,-40
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Bhaji Plate,6,4,20,80,80,0,Cash,Offline,-40
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Vada Misal,4,2,50,100,100,0,Cash,Offline,-40
15-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Usal Pav,7,5,35,175,251,-76,Cash,Offline,-116
15-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,ButterMilk,4,2,15,30,41,-11,Online,Zomato,-51
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Pohe,9,5,20,100,100,0,Cash,Offline,-40
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Tarri Pohe,4,2,30,60,73,-13,Cash,Offline,-53
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Misal Pav,3,2,40,80,80,0,Cash,Offline,-40
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Vada Pav,9,6,15,90,90,0,Cash,Offline,-40
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Bhaji Pav,5,3,15,45,45,0,Online,Zomato,-40
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Pattice,3,2,15,30,44,-14,Cash,Offline,-54
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Chai,8,5,6,30,38,-8,Online,Swiggy,-48
16-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,4,2,20,40,60,-20,Cash,Offline,-60
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Vada Misal,4,2,50,100,129,-29,Online,Swiggy,-69
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Usal Pav,6,4,35,140,140,0,Cash,Offline,-40
16-01-2025,Thursday,No,No,Sunny,8AM - 2PM,ButterMilk,4,2,15,30,45,-15,Cash,Offline,-55
17-01-2025,Friday,No,No,Sunny,8AM - 2PM,Pohe,17,10,20,200,288,-88,Online,Zomato,-128
17-01-2025,Friday,No,No,Sunny,8AM - 2PM,Tarri Pohe,5,3,30,90,112,-22,Cash,Offline,-62
17-01-2025,Friday,No,No,Sunny,8AM - 2PM,Misal Pav,6,4,40,160,201,-41,Cash,Offline,-81
17-01-2025,Friday,No,No,Cloudy,8AM - 2PM,Vada Pav,18,11,15,165,221,-56,Cash,Offline,-96
17-01-2025,Friday,No,No,Cloudy,8AM - 2PM,Bhaji Pav,8,5,15,75,75,0,Cash,Offline,-40
17-01-2025,Friday,No,No,Sunny,8AM - 2PM,Pattice,5,3,15,45,45,0,Cash,Offline,-40
17-01-2025,Friday,No,No,Sunny,8AM - 2PM,Chai,8,5,6,30,30,0,Cash,Offline,-40
17-01-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Plate,3,2,20,40,40,0,Cash,Offline,-40
17-01-2025,Friday,No,No,Sunny,8AM - 2PM,Vada Misal,5,3,50,150,150,0,Cash,Offline,-40
17-01-2025,Friday,No,No,Cloudy,8AM - 2PM,Usal Pav,7,4,35,140,187,-47,Cash,Offline,-87
17-01-2025,Friday,No,No,Cloudy,8AM - 2PM,ButterMilk,6,4,15,60,74,-14,Cash,Offline,-54
18-01-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Pohe,13,11,20,220,154,66,Online,Swiggy,26
18-01-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Tarri Pohe,18,16,30,480,346,134,Cash,Offline,94
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Misal Pav,5,4,40,160,120,40,Cash,Offline,0
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Pav,10,9,15,135,99,36,Online,Zomato,-4
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,3,2,15,30,22,8,Cash,Offline,-32
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Pattice,4,3,15,45,33,12,Online,Zomato,-28
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Chai,16,14,6,84,46,38,Cash,Offline,-2
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,14,12,20,240,168,72,Cash,Offline,32
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Misal,15,13,50,650,494,156,Online,Zomato,116
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Usal Pav,10,9,35,315,233,82,Online,Swiggy,42
18-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,ButterMilk,15,13,15,195,117,78,Cash,Offline,38
19-01-2025,Sunday,Yes,No,Cloudy,8AM - 2PM,Pohe,14,13,20,260,182,78,Cash,Offline,38
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Tarri Pohe,17,15,30,450,324,126,Cash,Offline,86
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Misal Pav,14,12,40,480,360,120,Cash,Offline,80
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Pav,28,26,15,390,285,105,Cash,Offline,65
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,4,3,15,45,32,13,Cash,Offline,-27
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Pattice,9,8,15,120,89,31,Cash,Offline,-9
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Chai,23,21,6,126,69,57,Online,Zomato,17
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Bhaji Plate,4,3,20,60,42,18,Cash,Offline,-22
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Vada Misal,10,9,50,450,342,108,Cash,Offline,68
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,Usal Pav,13,12,35,420,311,109,Cash,Offline,69
19-01-2025,Sunday,Yes,No,Sunny,8AM - 2PM,ButterMilk,11,9,15,135,81,54,Cash,Offline,14
20-01-2025,Monday,No,No,Sunny,8AM - 2PM,Pohe,10,6,20,120,145,-25,Online,Swiggy,-65
20-01-2025,Monday,No,No,Sunny,8AM - 2PM,Tarri Pohe,8,5,30,150,150,0,Cash,Offline,-40
20-01-2025,Monday,No,No,Cloudy,8AM - 2PM,Misal Pav,5,3,40,120,177,-57,Cash,Offline,-97
20-01-2025,Monday,No,No,Sunny,8AM - 2PM,Vada Pav,7,4,15,60,78,-18,Cash,Offline,-58
20-01-2025,Monday,No,No,Sunny,8AM - 2PM,Bhaji Pav,7,4,15,60,60,0,Cash,Offline,-40
20-01-2025,Monday,No,No,Cloudy,8AM - 2PM,Pattice,5,3,15,45,55,-10,Online,Zomato,-50
20-01-2025,Monday,No,No,Sunny,8AM - 2PM,Chai,7,5,6,30,30,0,Online,Zomato,-40
20-01-2025,Monday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,3,2,20,40,49,-9,Online,Swiggy,-49
20-01-2025,Monday,No,No,Cloudy,8AM - 2PM,Vada Misal,3,2,50,100,100,0,Online,Swiggy,-40
20-01-2025,Monday,No,No,Sunny,8AM - 2PM,Usal Pav,7,4,35,140,171,-31,Online,Swiggy,-71
20-01-2025,Monday,No,No,Sunny,8AM - 2PM,ButterMilk,7,4,15,60,88,-28,Online,Swiggy,-68
21-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Pohe,14,9,20,180,180,0,Cash,Offline,-40
21-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,3,2,30,60,60,0,Cash,Offline,-40
21-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Misal Pav,6,4,40,160,200,-40,Cash,Offline,-80
21-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Vada Pav,9,6,15,90,90,0,Cash,Offline,-40
21-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,15,0,Cash,Offline,-40
21-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Pattice,2,1,15,15,15,0,Cash,Offline,-40
21-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Chai,9,6,6,36,43,-7,Cash,Offline,-47
21-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,Bhaji Plate,4,2,20,40,52,-12,Cash,Offline,-52
21-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Vada Misal,5,3,50,150,187,-37,Cash,Offline,-77
21-01-2025,Tuesday,No,No,Cloudy,8AM - 2PM,Usal Pav,9,6,35,210,271,-61,Cash,Offline,-101
21-01-2025,Tuesday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,15,0,OnlinePaytm,Offline,-40
22-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Pohe,10,7,20,140,194,-54,Cash,Offline,-94
22-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Tarri Pohe,8,5,30,150,216,-66,OnlinePaytm,Offline,-106
22-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Misal Pav,9,5,40,200,295,-95,Cash,Offline,-135
22-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Vada Pav,12,8,15,120,172,-52,OnlinePaytm,Offline,-92
22-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,15,0,OnlinePaytm,Offline,-40
22-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,Pattice,7,4,15,60,60,0,OnlinePaytm,Offline,-40
22-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Chai,15,9,6,54,54,0,OnlinePaytm,Offline,-40
22-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,2,1,20,20,28,-8,Cash,Offline,-48
22-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Vada Misal,5,3,50,150,210,-60,OnlinePaytm,Offline,-100
22-01-2025,Wednesday,No,No,Cloudy,8AM - 2PM,Usal Pav,5,3,35,105,148,-43,Cash,Offline,-83
22-01-2025,Wednesday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,19,-4,Cash,Offline,-44
23-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Pohe,15,9,20,180,254,-74,OnlinePaytm,Offline,-114
23-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Tarri Pohe,4,2,30,60,60,0,OnlinePaytm,Offline,-40
23-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Misal Pav,11,6,40,240,334,-94,Cash,Offline,-134
23-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Vada Pav,9,6,15,90,90,0,OnlinePaytm,Offline,-40
23-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Bhaji Pav,3,2,15,30,42,-12,Cash,Offline,-52
23-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Pattice,5,3,15,45,67,-22,OnlinePaytm,Offline,-62
23-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Chai,15,10,6,60,60,0,Cash,Offline,-40
23-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Bhaji Plate,5,3,20,60,75,-15,Cash,Offline,-55
23-01-2025,Thursday,No,No,Cloudy,8AM - 2PM,Vada Misal,6,4,50,200,255,-55,Cash,Offline,-95
23-01-2025,Thursday,No,No,Sunny,8AM - 2PM,Usal Pav,8,5,35,175,252,-77,OnlinePaytm,Offline,-117
23-01-2025,Thursday,No,No,Sunny,8AM - 2PM,ButterMilk,2,1,15,15,19,-4,Cash,Offline,-44
24-01-2025,Friday,No,No,Sunny,8AM - 2PM,Pohe,11,7,20,140,140,0,Online,Zomato,-40
24-01-2025,Friday,No,No,Sunny,8AM - 2PM,Tarri Pohe,4,2,30,60,81,-21,OnlinePaytm,Offline,-61
24-01-2025,Friday,No,No,Sunny,8AM - 2PM,Misal Pav,5,3,40,120,148,-28,Cash,Offline,-68
24-01-2025,Friday,No,No,Sunny,8AM - 2PM,Vada Pav,12,8,15,120,177,-57,Cash,Offline,-97
24-01-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Pav,2,1,15,15,18,-3,OnlinePaytm,Offline,-43
24-01-2025,Friday,No,No,Sunny,8AM - 2PM,Pattice,6,3,15,45,45,0,Cash,Offline,-40
24-01-2025,Friday,No,No,Cloudy,8AM - 2PM,Chai,11,6,6,36,52,-16,OnlinePaytm,Offline,-56
24-01-2025,Friday,No,No,Sunny,8AM - 2PM,Bhaji Plate,2,1,20,20,20,0,OnlinePaytm,Offline,-40
24-01-2025,Friday,No,No,Cloudy,8AM - 2PM,Vada Misal,3,2,50,100,126,-26,Cash,Offline,-66
24-01-2025,Friday,No,No,Sunny,8AM - 2PM,Usal Pav,3,2,35,70,104,-34,Cash,Offline,-74
24-01-2025,Friday,No,No,Cloudy,8AM - 2PM,ButterMilk,7,4,15,60,60,0,Online,Swiggy,-40
25-01-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Pohe,32,29,20,580,406,174,OnlinePaytm,Offline,134
25-01-2025,Saturday,Yes,No,Cloudy,8AM - 2PM,Tarri Pohe,20,18,30,540,389,151,Cash,Offline,111
25-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Misal Pav,19,17,40,680,510,170,OnlinePaytm,Offline,130
25-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Vada Pav,10,9,15,135,99,36,OnlinePaytm,Offline,-4
25-01-2025,Saturday,Yes,No,Sunny,8AM - 2PM,Bhaji Pav,5,4,15,60,43,17,Cash,Offline,-23
